Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	RNA-seqG
Chr4:66357972-66359127	4	66357972	66359127	-	null					Not found	0	1.4734588
Chr4:66405029-66421651	4	66405029	66421651	-	null					Not found	0	1.1554013
Chr4:66436658-66624994	4	66436658	66624994	+	null					Not found	0	1.0764374
Chr4:66850491-66888645	4	66850491	66888645	+	null					Not found	0	0.0642735
Chr4:66892537-66895644	4	66892537	66895644	+	null					Not found	0	0.26483083
Chr4:66915771-66934605	4	66915771	66934605	+	null					Not found	0	1.4189663
Chr4:66943281-66955733	4	66943281	66955733	+	null					Not found	0	0.40048435
Chr4:67118933-67162756	4	67118933	67162756	+	null					Not found	0	1.423169
Chr4:67185180-67206428	4	67185180	67206428	+	null					Not found	0	6.133081
Chr4:67242351-67301048	4	67242351	67301048	+	null					Not found	0	0.81218904
Chr4:67337434-67339856	4	67337434	67339856	+	null					Not found	0	0.5737357
Chr4:67359571-67373301	4	67359571	67373301	-	null					Not found	0	1.0863929
Chr4:67374038-67378120	4	67374038	67378120	+	null					Not found	0	1.0146897
Chr4:67378188-67385262	4	67378188	67385262	-	null					Not found	0	4.1989493
Chr4:67389340-67520356	4	67389340	67520356	+	null					Not found	0	1.3404008
Chr4:67604695-67615982	4	67604695	67615982	+	null					Not found	0	1.5367063
Chr4:67667499-67678714	4	67667499	67678714	-	null					Not found	0	7.582688
Chr4:67678863-67684549	4	67678863	67684549	-	null					Not found	0	1.0213135
Chr4:67684757-67688156	4	67684757	67688156	-	null					Not found	0	1.2608415
Chr4:67691663-67693255	4	67691663	67693255	-	null					Not found	0	1.1037868
Chr4:67801081-67803808	4	67801081	67803808	-	null					Not found	0	1.4007909
Chr4:67806307-67807655	4	67806307	67807655	-	null					Not found	0	1.2877488
Chr4:67823919-67824983	4	67823919	67824983	-	null					Not found	0	1.1940563
Chr4:67829325-67830792	4	67829325	67830792	-	null					Not found	0	0.841757
Chr4:67830893-67832666	4	67830893	67832666	-	null					Not found	0	0.9708916
Chr4:67832935-67834199	4	67832935	67834199	-	null					Not found	0	0.85807806
Chr4:67834534-67835600	4	67834534	67835600	-	null					Not found	0	0.89634246
Chr4:68011933-68059226	4	68011933	68059226	-	null					Not found	0	11.583981
Chr4:68447785-68448829	4	68447785	68448829	-	null					Not found	0	0.33206835
Chr4:68483640-68561540	4	68483640	68561540	-	null					Not found	0	0.6277883
Chr4:68564749-68597574	4	68564749	68597574	+	null					Not found	0	2.567715
Chr4:68634946-68645095	4	68634946	68645095	-	null					Not found	0	0.69189656
Chr4:68965687-68976014	4	68965687	68976014	-	null					Not found	0	0.25609067
Chr4:68978780-68996610	4	68978780	68996610	-	null					Not found	0	0.17123424
Chr4:70126181-70334528	4	70126181	70334528	-	null					Not found	0	2.512941
Chr4:70903180-70921536	4	70903180	70921536	-	null					Not found	0	2.8105116
Chr4:71621765-71626080	4	71621765	71626080	-	null					Not found	0	1.0231539
Chr4:71652421-71670215	4	71652421	71670215	-	null					Not found	0	1.7559965
Chr4:71703874-71713078	4	71703874	71713078	+	null					Not found	0	7.4513607
Chr4:71740396-71749185	4	71740396	71749185	-	null					Not found	0	2.7954743
Chr4:72119388-72171694	4	72119388	72171694	+	null					Not found	0	4.1367846
Chr4:72793123-72874417	4	72793123	72874417	+	null					Not found	0	0.06392408
Chr4:72929930-72958486	4	72929930	72958486	+	null					Not found	0	0.027933717
Chr4:75325651-75391354	4	75325651	75391354	-	null					Not found	0	0.054714385
Chr4:75593128-75708834	4	75593128	75708834	-	null					Not found	0	0.09269635
Chr4:75884754-75952114	4	75884754	75952114	-	null					Not found	0	0.050949775
Chr4:76052415-76232250	4	76052415	76232250	-	null					Not found	0	0.03248551
Chr4:76489725-76579780	4	76489725	76579780	-	null					Not found	0	0.035548903
Chr4:76722355-77027899	4	76722355	77027899	-	null					Not found	0	0.5001154
Chr4:77211842-77285318	4	77211842	77285318	-	null					Not found	0	1.896144
Chr4:77284587-77330465	4	77284587	77330465	+	null					Not found	0	0.5788477
Chr4:77334211-77336080	4	77334211	77336080	+	null					Not found	0	0.33605844
Chr4:77337599-77339303	4	77337599	77339303	+	null					Not found	0	0.35244706
Chr4:77446330-77449365	4	77446330	77449365	-	null					Not found	0	10.284113
Chr4:77451659-77452690	4	77451659	77452690	-	null					Not found	0	3.0754702
Chr4:77470493-77489405	4	77470493	77489405	+	null					Not found	0	1.967575
Chr4:77494897-77510197	4	77494897	77510197	+	null					Not found	0	0.8284751
Chr4:77519088-77553186	4	77519088	77553186	-	null					Not found	0	1.4564309
Chr4:77554304-77582142	4	77554304	77582142	-	null					Not found	0	1.6303228
Chr4:77591975-77604239	4	77591975	77604239	-	null					Not found	0	1.0692616
Chr4:77623544-77635355	4	77623544	77635355	-	null					Not found	0	1.1629338
Chr4:77684548-77710303	4	77684548	77710303	+	null					Not found	0	1.2709836
Chr4:77711396-77713347	4	77711396	77713347	-	null					Not found	0	1.6422254
Chr4:77723187-77746937	4	77723187	77746937	+	null					Not found	0	1.3631319
Chr4:78024937-78046318	4	78024937	78046318	-	null					Not found	0	2.0309184
Chr4:78068902-78077377	4	78068902	78077377	+	null					Not found	0	1.0449806
Chr4:78168036-78172096	4	78168036	78172096	-	null					Not found	0	33.926155
Chr4:78187169-78207032	4	78187169	78207032	-	null					Not found	0	0.6091908
Chr4:78232271-78237489	4	78232271	78237489	-	null					Not found	0	8.79655
Chr4:78240413-78257054	4	78240413	78257054	-	null					Not found	0	0.7398485
Chr4:78263723-78267943	4	78263723	78267943	-	null					Not found	0	1.0622226
Chr4:78694509-78715673	4	78694509	78715673	-	null					Not found	0	0.5855405
Chr4:78735293-78745075	4	78735293	78745075	-	null					Not found	0	1.4854505
Chr4:78744714-78879342	4	78744714	78879342	+	null					Not found	0	0.2480095
Chr4:78905435-78924165	4	78905435	78924165	+	null					Not found	0	4.1953597
Chr4:78995640-79002955	4	78995640	79002955	-	null					Not found	0	0.6342564
Chr4:79021952-79043723	4	79021952	79043723	-	null					Not found	0	0.20263183
Chr4:79846628-79935483	4	79846628	79935483	-	null					Not found	0	1.8877478
Chr4:79931448-79948286	4	79931448	79948286	+	null					Not found	0	1.6516241
Chr4:79948894-79950499	4	79948894	79950499	+	null					Not found	0	0.28194746
Chr4:79953184-79999667	4	79953184	79999667	+	null					Not found	0	0.07638154
Chr4:80025525-80202464	4	80025525	80202464	+	null					Not found	0	0.20262353
Chr4:80330550-80333360	4	80330550	80333360	+	null					Not found	0	20.067776
Chr4:81231517-81243908	4	81231517	81243908	+	null					Not found	0	26.420015
Chr4:81244448-81257872	4	81244448	81257872	-	null					Not found	0	7.1011496
Chr4:81288798-81375233	4	81288798	81375233	-	null					Not found	0	1.5936255
Chr4:81818561-81868407	4	81818561	81868407	+	null					Not found	0	0.053951867
Chr4:81881108-81960151	4	81881108	81960151	+	null					Not found	0	0.012688474
Chr4:82602658-82604190	4	82602658	82604190	+	null					Not found	0	0.8999231
Chr4:82604373-82702396	4	82604373	82702396	+	null					Not found	0	0.37749192
Chr4:82776720-82832782	4	82776720	82832782	-	null					Not found	0	2.4489956
Chr4:82834184-82963791	4	82834184	82963791	+	null					Not found	0	0.769636
Chr4:83135253-83136644	4	83135253	83136644	+	null					Not found	0	1.1658859
Chr4:83746271-83748464	4	83746271	83748464	-	null					Not found	0	0.21024217
Chr4:83748649-83750261	4	83748649	83750261	-	null					Not found	0	0.24661724
Chr4:83750369-83755112	4	83750369	83755112	-	null					Not found	0	0.29838803
Chr4:83756366-83758469	4	83756366	83758469	-	null					Not found	0	0.3972385
Chr4:83761854-83764347	4	83761854	83764347	-	null					Not found	0	0.31815207
Chr4:83765512-83767705	4	83765512	83767705	-	null					Not found	0	0.31247002
Chr4:83769265-83770719	4	83769265	83770719	-	null					Not found	0	0.4028253
Chr4:83770970-83774493	4	83770970	83774493	-	null					Not found	0	0.23536946
Chr4:83777843-83779248	4	83777843	83779248	-	null					Not found	0	0.34011286
Chr4:83783753-83784844	4	83783753	83784844	-	null					Not found	0	0.38365644
Chr4:83825459-83835302	4	83825459	83835302	-	null					Not found	0	0.36153832
Chr4:83836361-83837997	4	83836361	83837997	-	null					Not found	0	1.4903235
Chr4:83838288-83839949	4	83838288	83839949	-	null					Not found	0	1.5060996
Chr4:83967695-83972985	4	83967695	83972985	+	null					Not found	0	17.903967
Chr4:84332888-84454495	4	84332888	84454495	-	null					Not found	0	0.51843673
Chr4:84596927-84656624	4	84596927	84656624	-	null					Not found	0	0.14801328
Chr4:84657140-84676746	4	84657140	84676746	-	null					Not found	0	1.3494987
Chr4:84678977-84741011	4	84678977	84741011	+	null					Not found	0	6.3509765
Chr4:84752419-84768236	4	84752419	84768236	+	null					Not found	0	0.48985407
Chr4:84770445-84820820	4	84770445	84820820	-	null					Not found	0	0.60340947
Chr4:84854381-84875300	4	84854381	84875300	-	null					Not found	0	12.544837
Chr4:85008989-85095764	4	85008989	85095764	-	null					Not found	0	2.492701
Chr4:85186432-85192774	4	85186432	85192774	+	null					Not found	0	0.6905189
Chr4:85235151-85276029	4	85235151	85276029	-	null					Not found	0	4.006067
Chr4:85427884-85534137	4	85427884	85534137	-	null					Not found	0	0.17050216
Chr4:85662724-85711736	4	85662724	85711736	-	null					Not found	0	6.622422
Chr4:85711962-85713250	4	85711962	85713250	-	null					Not found	0	0.9586496
Chr4:85911736-85915140	4	85911736	85915140	+	null					Not found	0	19.007269
Chr4:86389410-86466725	4	86389410	86466725	+	null					Not found	0	0.19652396
Chr4:87016023-87019168	4	87016023	87019168	+	null					Not found	0	2.0957463
Chr4:87026563-87070710	4	87026563	87070710	-	null					Not found	0	2.243891
Chr4:87088797-87111189	4	87088797	87111189	+	null					Not found	0	2.2466037
Chr4:87167614-87234174	4	87167614	87234174	-	null					Not found	0	0.21842386
Chr4:87237989-87281178	4	87237989	87281178	+	null					Not found	0	1.1026416
Chr4:87492661-87493742	4	87492661	87493742	+	null					Not found	0	8.942808
Chr4:88441074-88515138	4	88441074	88515138	-	null					Not found	0	1.7895001
Chr4:88524217-88565686	4	88524217	88565686	+	null					Not found	0	4.193835
Chr4:88584290-88587763	4	88584290	88587763	-	null					Not found	0	1.7687513
Chr4:88694607-88721365	4	88694607	88721365	-	null					Not found	0	2.2727258
Chr4:89078751-89169106	4	89078751	89169106	-	null					Not found	0	2.385999
Chr4:89149314-89151197	4	89149314	89151197	+	null					Not found	0	65.121925
Chr4:89184177-89281193	4	89184177	89281193	+	null					Not found	0	0.14830679
Chr4:89535518-89538510	4	89535518	89538510	-	null					Not found	0	2.8914557
Chr4:89684540-89778239	4	89684540	89778239	+	null					Not found	0	0.52629364
Chr4:90782421-90883164	4	90782421	90883164	+	null					Not found	0	0.819893
Chr4:91231500-91235439	4	91231500	91235439	+	null					Not found	0	0.9339063
Chr4:91373949-91515275	4	91373949	91515275	-	null					Not found	0	0.15961465
Chr4:91638856-91713126	4	91638856	91713126	-	null					Not found	0	0.10999691
Chr4:92514811-92516735	4	92514811	92516735	-	null					Not found	0	2.7534485
Chr4:94697017-94715663	4	94697017	94715663	-	null					Not found	0	0.13242252
Chr4:94830786-94866712	4	94830786	94866712	-	null					Not found	0	0.06449011
Chr4:95047144-95226434	4	95047144	95226434	-	null					Not found	0	0.054027796
Chr4:95438566-95443593	4	95438566	95443593	-	null					Not found	0	1.4127197
Chr4:95468428-95476792	4	95468428	95476792	-	null					Not found	0	0.4446854
Chr4:95884237-95945240	4	95884237	95945240	-	null					Not found	0	1.5078261
Chr4:96528675-96571226	4	96528675	96571226	-	null					Not found	0	0.39676052
Chr4:96736651-96737689	4	96736651	96737689	-	null					Not found	0	0.25659898
Chr4:96739759-96767157	4	96739759	96767157	-	null					Not found	0	0.07514119
Chr4:97531158-97539296	4	97531158	97539296	-	null					Not found	0	1.9295225
Chr4:97539437-97540860	4	97539437	97540860	-	null					Not found	0	1.8915523
Chr4:97685569-97763471	4	97685569	97763471	-	null					Not found	0	0.31935903
Chr4:97782531-97784790	4	97782531	97784790	+	null					Not found	0	3.8095984
Chr4:98027579-98063364	4	98027579	98063364	-	null					Not found	0	6.9147406
Chr4:98063471-98065919	4	98063471	98065919	-	null					Not found	0	1.7824215
Chr4:98067248-98068898	4	98067248	98068898	-	null					Not found	0	1.4892205
Chr4:98069459-98070499	4	98069459	98070499	-	null					Not found	0	1.5203754
Chr4:98073027-98074356	4	98073027	98074356	-	null					Not found	0	1.21069
Chr4:98568055-98593516	4	98568055	98593516	+	null					Not found	0	0.71716356
Chr4:98648611-98709642	4	98648611	98709642	-	null					Not found	0	0.564066
Chr4:98976926-98992483	4	98976926	98992483	+	null					Not found	0	0.11233788
Chr4:99133877-99146827	4	99133877	99146827	-	null					Not found	0	1.2111297
Chr4:99249162-99305891	4	99249162	99305891	+	null					Not found	0	1.9076879
Chr4:99398628-99415876	4	99398628	99415876	-	null					Not found	0	3.6265965
Chr4:99416054-99417578	4	99416054	99417578	-	null					Not found	0	1.3195038
Chr4:99417689-99421281	4	99417689	99421281	-	null					Not found	0	1.191348
Chr4:99449127-99496104	4	99449127	99496104	-	null					Not found	0	0.59264594
Chr4:99503222-99546905	4	99503222	99546905	+	null					Not found	0	1.1016035
Chr4:99618558-99735309	4	99618558	99735309	-	null					Not found	0	2.5412757
Chr4:99738826-99746532	4	99738826	99746532	+	null					Not found	0	2.079409
Chr4:99753503-99789987	4	99753503	99789987	-	null					Not found	0	2.8559313
Chr4:99795664-99822884	4	99795664	99822884	+	null					Not found	0	2.2765162
Chr4:99823211-99887126	4	99823211	99887126	-	null					Not found	0	0.7560133
Chr4:99887313-99889331	4	99887313	99889331	-	null					Not found	0	1.3267752
Chr4:99937608-99999896	4	99937608	99999896	-	null					Not found	0	0.94170123
Chr4:100181406-100207739	4	100181406	100207739	+	null					Not found	0	0.98693275
Chr4:100210144-100215773	4	100210144	100215773	-	null					Not found	0	2.14599
Chr4:100218114-100222075	4	100218114	100222075	-	null					Not found	0	2.1752036
Chr4:100222097-100224714	4	100222097	100224714	+	null					Not found	0	6.5029488
Chr4:100277406-100293566	4	100277406	100293566	-	null					Not found	0	1.4183403
Chr4:100296062-100303085	4	100296062	100303085	+	null					Not found	0	29.784996
Chr4:100422283-100465090	4	100422283	100465090	+	null					Not found	0	0.2297424
Chr4:100465286-100474489	4	100465286	100474489	-	null					Not found	0	1.5692409
Chr4:100475366-100483170	4	100475366	100483170	+	null					Not found	0	9.214908
Chr4:100493903-100499292	4	100493903	100499292	+	null					Not found	0	0.49580914
Chr4:100757804-100783017	4	100757804	100783017	+	null					Not found	0	2.6901784
Chr4:100791644-100792768	4	100791644	100792768	+	null					Not found	0	0.5266298
Chr4:100804264-100805852	4	100804264	100805852	+	null					Not found	0	0.6311817
Chr4:100811895-100815580	4	100811895	100815580	+	null					Not found	0	0.6343178
Chr4:100815751-100817956	4	100815751	100817956	+	null					Not found	0	0.7097839
Chr4:100819937-100822161	4	100819937	100822161	+	null					Not found	0	1.2581424
Chr4:100882218-100883265	4	100882218	100883265	+	null					Not found	0	127.2421
Chr4:101181338-101210681	4	101181338	101210681	-	null					Not found	0	2.071361
Chr4:107880888-108008483	4	107880888	108008483	+	null					Not found	0	1.0581774
Chr4:108163487-108195398	4	108163487	108195398	+	null					Not found	0	0.18797453
Chr4:108301109-108304485	4	108301109	108304485	-	null					Not found	0	14.85783
Chr4:108402810-108404653	4	108402810	108404653	+	null					Not found	0	1.1268096
Chr4:108423000-108424040	4	108423000	108424040	+	null					Not found	0	1.2602042
Chr4:108424198-108425256	4	108424198	108425256	+	null					Not found	0	1.1668549
Chr4:108426932-108428249	4	108426932	108428249	+	null					Not found	0	1.0820428
Chr4:108428665-108430331	4	108428665	108430331	+	null					Not found	0	1.0763665
Chr4:108432714-108434115	4	108432714	108434115	+	null					Not found	0	1.0836184
Chr4:108470103-108471515	4	108470103	108471515	+	null					Not found	0	1.175513
Chr4:108472027-108475713	4	108472027	108475713	+	null					Not found	0	1.1885211
Chr4:108475896-108476986	4	108475896	108476986	+	null					Not found	0	1.3323917
Chr4:108478415-108480037	4	108478415	108480037	+	null					Not found	0	1.1928959
Chr4:108482294-108483559	4	108482294	108483559	+	null					Not found	0	1.2301103
Chr4:108485558-108487378	4	108485558	108487378	+	null					Not found	0	1.0922395
Chr4:108491461-108492462	4	108491461	108492462	+	null					Not found	0	1.2332329
Chr4:108498754-108500015	4	108498754	108500015	+	null					Not found	0	1.1786801
Chr4:108500337-108502267	4	108500337	108502267	+	null					Not found	0	1.2327363
Chr4:108507550-108511411	4	108507550	108511411	+	null					Not found	0	1.2316406
Chr4:108546494-108547567	4	108546494	108547567	+	null					Not found	0	1.1781399
Chr4:108556143-108557439	4	108556143	108557439	+	null					Not found	0	1.1713439
Chr4:108557563-108559643	4	108557563	108559643	+	null					Not found	0	1.1804839
Chr4:108560131-108561520	4	108560131	108561520	+	null					Not found	0	1.2375869
Chr4:108563375-108564591	4	108563375	108564591	+	null					Not found	0	1.3231041
Chr4:108571949-108573798	4	108571949	108573798	+	null					Not found	0	1.1368799
Chr4:108578629-108579916	4	108578629	108579916	+	null					Not found	0	1.2928818
Chr4:108580052-108581640	4	108580052	108581640	+	null					Not found	0	1.2250783
Chr4:108584028-108585748	4	108584028	108585748	+	null					Not found	0	1.1323448
Chr4:108591163-108592798	4	108591163	108592798	+	null					Not found	0	1.2183373
Chr4:108597900-108602902	4	108597900	108602902	+	null					Not found	0	1.1643288
Chr4:108603031-108604247	4	108603031	108604247	+	null					Not found	0	1.1944449
Chr4:108607935-108609201	4	108607935	108609201	+	null					Not found	0	1.2257993
Chr4:108614839-108616239	4	108614839	108616239	+	null					Not found	0	1.1553757
Chr4:108620099-108621617	4	108620099	108621617	+	null					Not found	0	1.209099
Chr4:108646877-108649243	4	108646877	108649243	+	null					Not found	0	1.0700297
Chr4:108656622-108657698	4	108656622	108657698	+	null					Not found	0	1.3300651
Chr4:108658225-108659801	4	108658225	108659801	+	null					Not found	0	1.4074849
Chr4:108660984-109042595	4	108660984	109042595	+	null					Not found	0	0.2302325
Chr4:110699678-110705460	4	110699678	110705460	-	null					Not found	0	2.78696
